data,size,algo,buildtime,querytime,params,recall
pca96v2,10M,Learned-index,24410.970504045486,2513.059468984604,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=20-model=MLP-3-buck=3-853998.elixir-pbs.elixir-czech.cz,0.93688
pca96v2,10M,Learned-index,31681.110804080963,323.0369372367859,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=114-model=MLP-3-buck=2-859432.elixir-pbs.elixir-czech.cz,0.82008
pca96v2,10M,Learned-index,26521.23876643181,371.4304494857788,learned-index-pca96v2-10M-ep=200-lr=0.005-cat=120-model=MLP-8-buck=2-854049.elixir-pbs.elixir-czech.cz,0.82567
pca96v2,10M,Learned-index,26177.831013679504,429.2867455482483,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=100-model=MLP-8-buck=2-853904.elixir-pbs.elixir-czech.cz,0.83091
pca96v2,10M,Learned-index,29163.346085071564,741.3927342891693,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=114-model=MLP-4-buck=5-859448.elixir-pbs.elixir-czech.cz,0.92796
pca96v2,10M,Learned-index,6945.289836645126,804.4752216339111,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=110-model=MLP-buck=5-861535.elixir-pbs.elixir-czech.cz,0.9035
pca96v2,10M,Learned-index,8169.402353525162,714.2888436317444,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=116-model=MLP-3-buck=5-861594.elixir-pbs.elixir-czech.cz,0.89588
pca96v2,10M,Learned-index,6523.179351568222,652.8748171329498,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=116-model=MLP-4-buck=4-861602.elixir-pbs.elixir-czech.cz,0.87984
pca96v2,10M,Learned-index,5070.974366426468,1651.0503051280975,learned-index-pca96v2-10M-ep=40-lr=0.01-cat=50-model=MLP-6-buck=4-853883.elixir-pbs.elixir-czech.cz,0.93927
pca96v2,10M,Learned-index,12400.39859199524,781.2117908000946,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=120-model=MLP-6-buck=3-854177.elixir-pbs.elixir-czech.cz,0.86859
pca96v2,10M,Learned-index,27830.382451057434,1185.078527212143,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=121-model=MLP-5-buck=6-862508.elixir-pbs.elixir-czech.cz,0.93785
pca96v2,10M,Learned-index,29370.174642801285,743.5843477249146,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=114-model=MLP-3-buck=5-859424.elixir-pbs.elixir-czech.cz,0.92675
pca96v2,10M,Learned-index,12208.423869371414,1750.7298712730408,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=20-model=MLP-buck=2-853802.elixir-pbs.elixir-czech.cz,0.90805
pca96v2,10M,Learned-index,9972.28395986557,1098.6266176700592,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=122-model=MLP-5-buck=6-861645.elixir-pbs.elixir-czech.cz,0.91166
pca96v2,10M,Learned-index,27318.21900677681,761.6365818977356,learned-index-pca96v2-10M-ep=210-lr=0.008-cat=121-model=MLP-2-buck=4-862310.elixir-pbs.elixir-czech.cz,0.9112
pca96v2,10M,Learned-index,6213.5151307582855,219.30355620384216,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=124-model=MLP-7-buck=1-861438.elixir-pbs.elixir-czech.cz,0.64391
pca96v2,10M,Learned-index,31561.915925741196,220.85515761375427,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=121-model=MLP-6-buck=1-862547.elixir-pbs.elixir-czech.cz,0.66707
pca96v2,10M,Learned-index,35083.70063495636,1039.01731467247,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=122-model=MLP-2-buck=6-859380.elixir-pbs.elixir-czech.cz,0.93625
pca96v2,10M,Learned-index,30678.490997076035,326.1056499481201,learned-index-pca96v2-10M-ep=212-lr=0.009-cat=121-model=MLP-4-buck=2-862496.elixir-pbs.elixir-czech.cz,0.81427
pca96v2,10M,Learned-index,31016.89799427986,1049.4585435390472,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=125-model=MLP-4-buck=7-858550.elixir-pbs.elixir-czech.cz,0.94086
pca96v2,10M,Learned-index,21855.03932785988,514.7097301483154,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=121-model=MLP-3-buck=3-862334.elixir-pbs.elixir-czech.cz,0.87814
pca96v2,10M,Learned-index,6153.693245649338,353.0438542366028,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=120-model=MLP-4-buck=2-861388.elixir-pbs.elixir-czech.cz,0.78582
pca96v2,10M,Learned-index,27213.057675361633,963.0446407794952,learned-index-pca96v2-10M-ep=190-lr=0.001-cat=125-model=MLP-3-buck=5-858613.elixir-pbs.elixir-czech.cz,0.9275
pca96v2,10M,Learned-index,7456.57196855545,484.9725329875946,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=118-model=MLP-4-buck=3-861179.elixir-pbs.elixir-czech.cz,0.85205
pca96v2,10M,Learned-index,4752.376328706741,844.7749345302582,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=110-model=MLP-9-buck=5-861719.elixir-pbs.elixir-czech.cz,0.90441
pca96v2,10M,Learned-index,7012.0256361961365,366.50326681137085,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=118-model=MLP-5-buck=2-861419.elixir-pbs.elixir-czech.cz,0.78454
pca96v2,10M,Learned-index,26643.082864522934,1137.8013145923615,learned-index-pca96v2-10M-ep=205-lr=0.008-cat=123-model=MLP-7-buck=6-862375.elixir-pbs.elixir-czech.cz,0.93393
pca96v2,10M,Learned-index,6352.903264045715,778.9309091567993,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=124-model=MLP-5-buck=4-861206.elixir-pbs.elixir-czech.cz,0.88338
pca96v2,10M,Learned-index,6500.483352184296,780.269697189331,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=110-model=MLP-2-buck=4-861127.elixir-pbs.elixir-czech.cz,0.89321
pca96v2,10M,Learned-index,6905.245049715042,769.4321277141571,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=112-model=MLP-2-buck=5-861336.elixir-pbs.elixir-czech.cz,0.90547
pca96v2,10M,Learned-index,29713.163028001785,208.9471092224121,learned-index-pca96v2-10M-ep=205-lr=0.009-cat=123-model=MLP-6-buck=1-862537.elixir-pbs.elixir-czech.cz,0.66733
pca96v2,10M,Learned-index,33180.58525919914,871.0243289470673,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=122-model=MLP-7-buck=6-862389.elixir-pbs.elixir-czech.cz,0.93849
pca96v2,10M,Learned-index,5048.4485330581665,2471.403897047043,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=20-model=MLP-6-buck=3-854170.elixir-pbs.elixir-czech.cz,0.93867
pca96v2,10M,Learned-index,27579.217317819595,243.12114715576172,learned-index-pca96v2-10M-ep=205-lr=0.01-cat=123-model=MLP-buck=1-862573.elixir-pbs.elixir-czech.cz,0.66631
pca96v2,10M,Learned-index,6206.685076475143,672.0971047878265,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=118-model=MLP-8-buck=4-861459.elixir-pbs.elixir-czech.cz,0.88
pca96v2,10M,Learned-index,27204.72991657257,474.92259407043457,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=110-model=MLP-5-buck=3-859470.elixir-pbs.elixir-czech.cz,0.88599
pca96v2,10M,Learned-index,6286.615618228912,684.8011176586151,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=122-model=MLP-3-buck=3-861365.elixir-pbs.elixir-czech.cz,0.85285
pca96v2,10M,Learned-index,8143.598992586136,229.05938601493835,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=122-model=MLP-5-buck=1-861213.elixir-pbs.elixir-czech.cz,0.64038
pca96v2,10M,Learned-index,33690.37578225136,462.8058445453644,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=110-model=MLP-3-buck=3-859430.elixir-pbs.elixir-czech.cz,0.88517
pca96v2,10M,Learned-index,38579.79182744026,453.65205550193787,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=122-model=MLP-buck=2-859356.elixir-pbs.elixir-czech.cz,0.82182
pca96v2,10M,Learned-index,4629.07334446907,543.5526344776154,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=110-model=MLP-6-buck=3-861695.elixir-pbs.elixir-czech.cz,0.8486
pca96v2,10M,Learned-index,7832.182182788849,554.8343977928162,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=114-model=MLP-6-buck=4-861713.elixir-pbs.elixir-czech.cz,0.88038
pca96v2,10M,Learned-index,30116.090587854385,553.7156462669373,learned-index-pca96v2-10M-ep=205-lr=0.01-cat=121-model=MLP-2-buck=4-862589.elixir-pbs.elixir-czech.cz,0.9092
pca96v2,10M,Learned-index,24912.855498313904,711.9102828502655,learned-index-pca96v2-10M-ep=200-lr=0.005-cat=50-model=MLP-8-buck=2-854047.elixir-pbs.elixir-czech.cz,0.86497
pca96v2,10M,Learned-index,6229.185936450958,853.6813991069794,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=112-model=MLP-7-buck=5-861432.elixir-pbs.elixir-czech.cz,0.90547
pca96v2,10M,Learned-index,25065.39803791046,1060.0339713096619,learned-index-pca96v2-10M-ep=200-lr=0.005-cat=50-model=MLP-6-buck=3-854035.elixir-pbs.elixir-czech.cz,0.91573
pca96v2,10M,Learned-index,6962.131366491318,606.278088092804,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=116-model=MLP-9-buck=3-861738.elixir-pbs.elixir-czech.cz,0.8383
pca96v2,10M,Learned-index,5638.780364990234,969.4605023860931,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=124-model=MLP-5-buck=6-861646.elixir-pbs.elixir-czech.cz,0.90589
pca96v2,10M,Learned-index,6644.891793966293,1801.7760090827942,learned-index-pca96v2-10M-ep=40-lr=0.01-cat=20-model=MLP-7-buck=2-853930.elixir-pbs.elixir-czech.cz,0.90921
pca96v2,10M,Learned-index,4839.6668248176575,3245.681540966034,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=20-model=MLP-4-buck=4-853978.elixir-pbs.elixir-czech.cz,0.95847
pca96v2,10M,Learned-index,24719.279505968094,432.3194148540497,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=122-model=MLP-buck=2-859348.elixir-pbs.elixir-czech.cz,0.82443
pca96v2,10M,Learned-index,28359.9684445858,735.0667672157288,learned-index-pca96v2-10M-ep=212-lr=0.009-cat=122-model=MLP-3-buck=4-862479.elixir-pbs.elixir-czech.cz,0.91143
pca96v2,10M,Learned-index,13171.307250261307,866.953944683075,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=100-model=MLP-6-buck=4-854176.elixir-pbs.elixir-czech.cz,0.91118
pca96v2,10M,Learned-index,26984.08128428459,740.8407168388367,learned-index-pca96v2-10M-ep=190-lr=0.1-cat=130-model=MLP-buck=5-858668.elixir-pbs.elixir-czech.cz,0.89315
pca96v2,10M,Learned-index,31332.974823474884,347.284304857254,learned-index-pca96v2-10M-ep=209-lr=0.009-cat=122-model=MLP-6-buck=2-862542.elixir-pbs.elixir-czech.cz,0.82159
pca96v2,10M,Learned-index,6225.696965932846,222.5598521232605,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=116-model=MLP-8-buck=1-861458.elixir-pbs.elixir-czech.cz,0.63699
pca96v2,10M,Learned-index,6587.916975021362,382.37020468711853,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=116-model=MLP-6-buck=2-861698.elixir-pbs.elixir-czech.cz,0.78385
pca96v2,10M,Learned-index,4862.348259687424,2044.3192353248596,learned-index-pca96v2-10M-ep=40-lr=0.005-cat=20-model=MLP-4-buck=2-854050.elixir-pbs.elixir-czech.cz,0.90983
pca96v2,10M,Learned-index,7501.421785593033,1246.7700102329254,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=122-model=MLP-buck=6-861333.elixir-pbs.elixir-czech.cz,0.91276
pca96v2,10M,Learned-index,29979.495522499084,1029.776968717575,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=114-model=MLP-buck=5-859368.elixir-pbs.elixir-czech.cz,0.92927
pca96v2,10M,Learned-index,26218.711174726486,642.6876072883606,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=100-model=MLP-6-buck=3-854180.elixir-pbs.elixir-czech.cz,0.87807
pca96v2,10M,Learned-index,6868.897571563721,502.40398120880127,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=110-model=MLP-3-buck=2-861367.elixir-pbs.elixir-czech.cz,0.78796
pca96v2,10M,Learned-index,39082.055706739426,818.4204664230347,learned-index-pca96v2-10M-ep=211-lr=0.007-cat=123-model=MLP-2-buck=4-862171.elixir-pbs.elixir-czech.cz,0.90435
pca96v2,10M,Learned-index,7259.707664966583,667.471672296524,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=122-model=MLP-7-buck=4-861661.elixir-pbs.elixir-czech.cz,0.87825
pca96v2,10M,Learned-index,26500.73778486252,1125.9067516326904,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=120-model=MLP-7-buck=6-855055.elixir-pbs.elixir-czech.cz,0.91062
pca96v2,10M,Learned-index,6742.374602794647,267.8651850223541,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=110-model=MLP-8-buck=1-861247.elixir-pbs.elixir-czech.cz,0.64519
pca96v2,10M,Learned-index,32695.51974630356,620.1066234111786,learned-index-pca96v2-10M-ep=209-lr=0.008-cat=122-model=MLP-6-buck=4-862398.elixir-pbs.elixir-czech.cz,0.91123
pca96v2,10M,Learned-index,31694.70128774643,463.59299397468567,learned-index-pca96v2-10M-ep=209-lr=0.009-cat=121-model=MLP-4-buck=3-862487.elixir-pbs.elixir-czech.cz,0.87815
pca96v2,10M,Learned-index,5140.626811504364,2210.0334525108337,learned-index-pca96v2-10M-ep=40-lr=0.005-cat=50-model=MLP-3-buck=4-854063.elixir-pbs.elixir-czech.cz,0.93711
pca96v2,10M,Learned-index,23189.968341350555,1177.829015493393,learned-index-pca96v2-10M-ep=190-lr=0.1-cat=110-model=MLP-2-buck=6-858682.elixir-pbs.elixir-czech.cz,0.91753
pca96v2,10M,Learned-index,28509.43085002899,449.10808658599854,learned-index-pca96v2-10M-ep=210-lr=0.007-cat=121-model=MLP-2-buck=2-862166.elixir-pbs.elixir-czech.cz,0.81509
pca96v2,10M,Learned-index,31582.402870178223,1507.496708869934,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=100-model=MLP-3-buck=6-858705.elixir-pbs.elixir-czech.cz,0.9218
pca96v2,10M,Learned-index,31708.05070233345,642.8164968490601,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=123-model=MLP-8-buck=4-862567.elixir-pbs.elixir-czech.cz,0.90401
pca96v2,10M,Learned-index,6390.957419157028,600.083587884903,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=122-model=MLP-8-buck=4-861245.elixir-pbs.elixir-czech.cz,0.89172
pca96v2,10M,Learned-index,25830.817643642426,1144.2240936756134,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=100-model=MLP-4-buck=4-854204.elixir-pbs.elixir-czech.cz,0.9109
pca96v2,10M,Learned-index,27523.7228410244,1173.944897890091,learned-index-pca96v2-10M-ep=200-lr=0.001-cat=130-model=MLP-6-buck=6-858656.elixir-pbs.elixir-czech.cz,0.93491
pca96v2,10M,Learned-index,6153.727867603302,264.833375453949,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=118-model=MLP-3-buck=1-861363.elixir-pbs.elixir-czech.cz,0.62739
pca96v2,10M,Learned-index,7130.451580762863,516.16441655159,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=122-model=MLP-9-buck=3-861517.elixir-pbs.elixir-czech.cz,0.84723
pca96v2,10M,Learned-index,6609.487898349762,225.32193851470947,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=116-model=MLP-3-buck=1-861362.elixir-pbs.elixir-czech.cz,0.64187
pca96v2,10M,Learned-index,7694.637627124786,243.24330282211304,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=116-model=MLP-buck=1-861546.elixir-pbs.elixir-czech.cz,0.63713
pca96v2,10M,Learned-index,25803.708738088608,428.9135489463806,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=122-model=MLP-2-buck=2-859388.elixir-pbs.elixir-czech.cz,0.82182
pca96v2,10M,Learned-index,7760.571853637695,618.6226737499237,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=124-model=MLP-8-buck=4-861478.elixir-pbs.elixir-czech.cz,0.87583
pca96v2,10M,Learned-index,28873.067994832993,1058.6565916538239,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=121-model=MLP-buck=6-862295.elixir-pbs.elixir-czech.cz,0.93756
pca96v2,10M,Learned-index,30815.184139966965,1197.3072283267975,learned-index-pca96v2-10M-ep=205-lr=0.009-cat=121-model=MLP-buck=6-862427.elixir-pbs.elixir-czech.cz,0.93742
pca96v2,10M,Learned-index,7663.015241622925,281.6809298992157,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=124-model=MLP-3-buck=1-861166.elixir-pbs.elixir-czech.cz,0.63326
pca96v2,10M,Learned-index,40291.23836398125,709.8213124275208,learned-index-pca96v2-10M-ep=208-lr=0.008-cat=123-model=MLP-buck=4-862288.elixir-pbs.elixir-czech.cz,0.90387
pca96v2,10M,Learned-index,6479.963138580322,618.3989765644073,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=120-model=MLP-6-buck=2-854173.elixir-pbs.elixir-czech.cz,0.80433
pca96v2,10M,Learned-index,6947.648827791214,564.2211892604828,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=112-model=MLP-9-buck=3-861512.elixir-pbs.elixir-czech.cz,0.85462
pca96v2,10M,Learned-index,6508.388968706131,7057.447304487228,learned-index-pca96v2-10M-ep=40-lr=0.1-cat=120-model=MLP-5-buck=24-855030.elixir-pbs.elixir-czech.cz,0.97901
pca96v2,10M,Learned-index,7481.79558968544,492.65182304382324,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=116-model=MLP-5-buck=3-861202.elixir-pbs.elixir-czech.cz,0.85481
pca96v2,10M,Learned-index,30912.052436351776,327.485892534256,learned-index-pca96v2-10M-ep=210-lr=0.01-cat=122-model=MLP-buck=2-862581.elixir-pbs.elixir-czech.cz,0.82231
pca96v2,10M,Learned-index,24936.03214097023,1047.8521854877472,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=50-model=MLP-6-buck=3-854107.elixir-pbs.elixir-czech.cz,0.91426
pca96v2,10M,Learned-index,25465.146036863327,618.4637343883514,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=114-model=MLP-3-buck=3-859416.elixir-pbs.elixir-czech.cz,0.87796
pca96v2,10M,Learned-index,27925.621648073196,257.94363474845886,learned-index-pca96v2-10M-ep=212-lr=0.007-cat=122-model=MLP-5-buck=1-862227.elixir-pbs.elixir-czech.cz,0.67761
pca96v2,10M,Learned-index,11735.428664207458,2801.350825071335,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=20-model=MLP-7-buck=3-853862.elixir-pbs.elixir-czech.cz,0.94958
pca96v2,10M,Learned-index,31332.974823474884,487.2393624782562,learned-index-pca96v2-10M-ep=209-lr=0.009-cat=122-model=MLP-6-buck=3-862542.elixir-pbs.elixir-czech.cz,0.88046
pca96v2,10M,Learned-index,38152.297761678696,1137.4376168251038,learned-index-pca96v2-10M-ep=250-lr=0.01-cat=200-model=MLP-2-buck=8-861911.elixir-pbs.elixir-czech.cz,0.92696
pca96v2,10M,Learned-index,29378.07173871994,1018.5531752109528,learned-index-pca96v2-10M-ep=205-lr=0.009-cat=123-model=MLP-2-buck=6-862447.elixir-pbs.elixir-czech.cz,0.93216
pca96v2,10M,Learned-index,4894.600119590759,3030.5131406784058,learned-index-pca96v2-10M-ep=40-lr=0.005-cat=20-model=MLP-3-buck=3-854062.elixir-pbs.elixir-czech.cz,0.94919
pca96v2,10M,Learned-index,31695.771059036255,474.4979817867279,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=122-model=MLP-3-buck=3-862473.elixir-pbs.elixir-czech.cz,0.88066
pca96v2,10M,Learned-index,13602.078128099442,2191.7832634449005,learned-index-pca96v2-10M-ep=100-lr=0.01-cat=120-model=MLP-5-buck=12-854915.elixir-pbs.elixir-czech.cz,0.97208
pca96v2,10M,Learned-index,26643.082864522934,438.4284701347351,learned-index-pca96v2-10M-ep=205-lr=0.008-cat=123-model=MLP-7-buck=2-862375.elixir-pbs.elixir-czech.cz,0.81248
pca96v2,10M,Learned-index,26791.926345348358,730.5955100059509,learned-index-pca96v2-10M-ep=200-lr=0.005-cat=120-model=MLP-7-buck=4-853869.elixir-pbs.elixir-czech.cz,0.91463
pca96v2,10M,Learned-index,7544.35630106926,547.3773183822632,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=120-model=MLP-9-buck=3-861300.elixir-pbs.elixir-czech.cz,0.84974
pca96v2,10M,Learned-index,7623.578279495239,209.24960041046143,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=116-model=MLP-5-buck=1-861642.elixir-pbs.elixir-czech.cz,0.63713
pca96v2,10M,Learned-index,29984.74809384346,344.55681586265564,learned-index-pca96v2-10M-ep=205-lr=0.008-cat=123-model=MLP-8-buck=2-862411.elixir-pbs.elixir-czech.cz,0.81253
pca96v2,10M,Learned-index,9127.072645902634,691.4231023788452,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=120-model=MLP-9-buck=3-861732.elixir-pbs.elixir-czech.cz,0.84302
pca96v2,10M,Learned-index,28965.473090410233,670.2880928516388,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=120-model=MLP-buck=3-859363.elixir-pbs.elixir-czech.cz,0.88204
pca96v2,10M,Learned-index,26895.899760484695,1068.2611610889435,learned-index-pca96v2-10M-ep=210-lr=0.1-cat=125-model=MLP-6-buck=6-858751.elixir-pbs.elixir-czech.cz,0.90563
pca96v2,10M,Learned-index,30369.068908929825,1117.8647239208221,learned-index-pca96v2-10M-ep=210-lr=0.1-cat=120-model=MLP-8-buck=7-858732.elixir-pbs.elixir-czech.cz,0.91469
pca96v2,10M,Learned-index,31636.03489089012,909.0967442989349,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=121-model=MLP-8-buck=6-862565.elixir-pbs.elixir-czech.cz,0.93664
pca96v2,10M,Learned-index,33426.18561601639,738.1841557025909,learned-index-pca96v2-10M-ep=210-lr=0.007-cat=123-model=MLP-buck=3-862150.elixir-pbs.elixir-czech.cz,0.87224
pca96v2,10M,Learned-index,29903.86207509041,258.34440064430237,learned-index-pca96v2-10M-ep=210-lr=0.008-cat=121-model=MLP-buck=1-862292.elixir-pbs.elixir-czech.cz,0.66729
pca96v2,10M,Learned-index,6209.224202156067,761.509955406189,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=114-model=MLP-9-buck=5-861505.elixir-pbs.elixir-czech.cz,0.90439
pca96v2,10M,Learned-index,13427.45228266716,1071.3431541919708,learned-index-pca96v2-10M-ep=100-lr=0.01-cat=50-model=MLP-7-buck=3-853935.elixir-pbs.elixir-czech.cz,0.91589
pca96v2,10M,Learned-index,6932.291816234589,624.7573850154877,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=118-model=MLP-buck=4-861315.elixir-pbs.elixir-czech.cz,0.88
pca96v2,10M,Learned-index,30313.322798728943,217.4630148410797,learned-index-pca96v2-10M-ep=205-lr=0.009-cat=122-model=MLP-6-buck=1-862536.elixir-pbs.elixir-czech.cz,0.67149
pca96v2,10M,Learned-index,6336.061349630356,357.74784684181213,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=116-model=MLP-4-buck=2-861386.elixir-pbs.elixir-czech.cz,0.78388
pca96v2,10M,Learned-index,27357.30388021469,859.583377122879,learned-index-pca96v2-10M-ep=200-lr=0.005-cat=50-model=MLP-3-buck=2-854071.elixir-pbs.elixir-czech.cz,0.86499
pca96v2,10M,Learned-index,27765.665042877197,276.1076912879944,learned-index-pca96v2-10M-ep=208-lr=0.008-cat=121-model=MLP-buck=1-862286.elixir-pbs.elixir-czech.cz,0.66488
pca96v2,10M,Learned-index,34547.06924748421,1210.3663370609283,learned-index-pca96v2-10M-ep=190-lr=0.1-cat=125-model=MLP-2-buck=6-858685.elixir-pbs.elixir-czech.cz,0.90571
pca96v2,10M,Learned-index,6558.166678905487,632.050829410553,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=112-model=MLP-5-buck=4-861624.elixir-pbs.elixir-czech.cz,0.87905
pca96v2,10M,Learned-index,7280.421744585037,219.45758652687073,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=124-model=MLP-5-buck=1-861422.elixir-pbs.elixir-czech.cz,0.6301
pca96v2,10M,Learned-index,13602.078128099442,4320.302960157394,learned-index-pca96v2-10M-ep=100-lr=0.01-cat=120-model=MLP-5-buck=24-854915.elixir-pbs.elixir-czech.cz,0.98572
pca96v2,10M,Learned-index,31828.783556222916,207.5949478149414,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=121-model=MLP-8-buck=1-862421.elixir-pbs.elixir-czech.cz,0.66727
pca96v2,10M,Learned-index,6258.095834970474,3251.782173395157,learned-index-pca96v2-10M-ep=40-lr=0.1-cat=120-model=MLP-4-buck=12-855015.elixir-pbs.elixir-czech.cz,0.95783
pca96v2,10M,Learned-index,8937.08155798912,742.317624092102,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=124-model=MLP-8-buck=3-861694.elixir-pbs.elixir-czech.cz,0.8332
pca96v2,10M,Learned-index,21096.12930083275,657.5103974342346,learned-index-pca96v2-10M-ep=208-lr=0.008-cat=121-model=MLP-5-buck=4-862358.elixir-pbs.elixir-czech.cz,0.90996
pca96v2,10M,Learned-index,29351.17029619217,785.8648407459259,learned-index-pca96v2-10M-ep=210-lr=0.001-cat=115-model=MLP-2-buck=4-858605.elixir-pbs.elixir-czech.cz,0.91084
pca96v2,10M,Learned-index,33471.15517067909,749.9185276031494,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=121-model=MLP-buck=3-862145.elixir-pbs.elixir-czech.cz,0.87965
pca96v2,10M,Learned-index,5464.23238992691,1814.2514078617096,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=50-model=MLP-8-buck=4-853967.elixir-pbs.elixir-czech.cz,0.93321
pca96v2,10M,Learned-index,3953.2687985897064,1610.3053262233734,learned-index-pca96v2-10M-ep=40-lr=0.01-cat=20-model=MLP-buck=2-853870.elixir-pbs.elixir-czech.cz,0.90921
pca96v2,10M,Learned-index,4729.916611671448,537.7659544944763,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=118-model=MLP-9-buck=3-861291.elixir-pbs.elixir-czech.cz,0.84726
pca96v2,10M,Learned-index,28422.545506715775,701.4173350334167,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=118-model=MLP-4-buck=5-859442.elixir-pbs.elixir-czech.cz,0.92681
pca96v2,10M,Learned-index,30414.885036230087,997.077555179596,learned-index-pca96v2-10M-ep=209-lr=0.008-cat=123-model=MLP-8-buck=6-862417.elixir-pbs.elixir-czech.cz,0.93496
pca96v2,10M,Learned-index,13141.95220208168,658.6717503070831,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=100-model=MLP-4-buck=3-854200.elixir-pbs.elixir-czech.cz,0.88093
pca96v2,10M,Learned-index,30847.293607234955,1072.7536573410034,learned-index-pca96v2-10M-ep=210-lr=0.001-cat=110-model=MLP-3-buck=5-858622.elixir-pbs.elixir-czech.cz,0.92943
pca96v2,10M,Learned-index,6715.986063480377,605.4580495357513,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=112-model=MLP-4-buck=4-861168.elixir-pbs.elixir-czech.cz,0.88736
