data,size,algo,buildtime,querytime,params,recall
pca96v2,10M,Learned-index,6685.091231584549,1263.6911482810974,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=120-model=MLP-2-buck=6-861132.elixir-pbs.elixir-czech.cz,0.92067
pca96v2,10M,Learned-index,6538.700147628784,223.32039213180542,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=122-model=MLP-6-buck=1-861269.elixir-pbs.elixir-czech.cz,0.64657
pca96v2,10M,Learned-index,30902.624158143997,358.25595688819885,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=120-model=MLP-4-buck=2-859467.elixir-pbs.elixir-czech.cz,0.82693
pca96v2,10M,Learned-index,12288.51495552063,3328.331356048584,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=20-model=MLP-buck=4-854162.elixir-pbs.elixir-czech.cz,0.95913
pca96v2,10M,Learned-index,33119.20763158798,220.5778932571411,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=123-model=MLP-7-buck=1-862387.elixir-pbs.elixir-czech.cz,0.66567
pca96v2,10M,Learned-index,6995.328311681747,732.5661406517029,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=110-model=MLP-6-buck=4-861487.elixir-pbs.elixir-czech.cz,0.88696
pca96v2,10M,Learned-index,36423.022102832794,815.7827262878418,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=122-model=MLP-5-buck=4-859476.elixir-pbs.elixir-czech.cz,0.91146
pca96v2,10M,Learned-index,12150.023582458496,3322.350526332855,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=20-model=MLP-4-buck=4-853982.elixir-pbs.elixir-czech.cz,0.95913
pca96v2,10M,Learned-index,7198.005119800568,886.3963053226471,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=120-model=MLP-5-buck=6-861204.elixir-pbs.elixir-czech.cz,0.92049
pca96v2,10M,Learned-index,26778.79129266739,788.8789508342743,learned-index-pca96v2-10M-ep=211-lr=0.007-cat=122-model=MLP-5-buck=4-862224.elixir-pbs.elixir-czech.cz,0.91042
pca96v2,10M,Learned-index,4715.487273454666,856.6796138286591,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=116-model=MLP-buck=5-861098.elixir-pbs.elixir-czech.cz,0.90915
pca96v2,10M,Learned-index,25845.85636472702,263.83640241622925,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=114-model=MLP-buck=1-859352.elixir-pbs.elixir-czech.cz,0.66381
pca96v2,10M,Learned-index,12180.994110584259,2549.854547023773,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=20-model=MLP-8-buck=3-853970.elixir-pbs.elixir-czech.cz,0.93878
pca96v2,10M,Learned-index,28824.34877371788,619.7081701755524,learned-index-pca96v2-10M-ep=208-lr=0.007-cat=123-model=MLP-2-buck=3-862162.elixir-pbs.elixir-czech.cz,0.87217
pca96v2,10M,Learned-index,29780.334899663925,213.71805691719055,learned-index-pca96v2-10M-ep=208-lr=0.009-cat=121-model=MLP-2-buck=1-862448.elixir-pbs.elixir-czech.cz,0.66475
pca96v2,10M,Learned-index,7743.039793014526,236.99697709083557,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=120-model=MLP-4-buck=1-861404.elixir-pbs.elixir-czech.cz,0.64212
pca96v2,10M,Learned-index,38838.603224277496,1196.088855266571,learned-index-pca96v2-10M-ep=250-lr=0.01-cat=200-model=MLP-3-buck=10-861939.elixir-pbs.elixir-czech.cz,0.93123
pca96v2,10M,Learned-index,30574.205848932266,897.6229162216187,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=115-model=MLP-8-buck=5-858725.elixir-pbs.elixir-czech.cz,0.898
pca96v2,10M,Learned-index,28385.74327635765,443.5091438293457,learned-index-pca96v2-10M-ep=205-lr=0.007-cat=121-model=MLP-7-buck=2-862229.elixir-pbs.elixir-czech.cz,0.81664
pca96v2,10M,Learned-index,29578.26221513748,218.06209421157837,learned-index-pca96v2-10M-ep=208-lr=0.008-cat=122-model=MLP-7-buck=1-862377.elixir-pbs.elixir-czech.cz,0.67206
pca96v2,10M,Learned-index,26160.62095427513,646.9106402397156,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=100-model=MLP-4-buck=3-853988.elixir-pbs.elixir-czech.cz,0.87807
pca96v2,10M,Learned-index,28901.0145111084,855.3714599609375,learned-index-pca96v2-10M-ep=210-lr=0.001-cat=125-model=MLP-buck=5-858589.elixir-pbs.elixir-czech.cz,0.92632
pca96v2,10M,Learned-index,6138.798497676849,622.1051690578461,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=112-model=MLP-8-buck=4-861456.elixir-pbs.elixir-czech.cz,0.88417
pca96v2,10M,Learned-index,34089.50110077858,735.4217393398285,learned-index-pca96v2-10M-ep=208-lr=0.007-cat=121-model=MLP-buck=3-862142.elixir-pbs.elixir-czech.cz,0.88017
pca96v2,10M,Learned-index,28287.140756368637,659.04922914505,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=122-model=MLP-6-buck=3-862254.elixir-pbs.elixir-czech.cz,0.88047
pca96v2,10M,Learned-index,13283.546492099762,389.53195667266846,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=120-model=MLP-8-buck=2-854045.elixir-pbs.elixir-czech.cz,0.82075
pca96v2,10M,Learned-index,12440.254385709763,717.5322222709656,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=50-model=MLP-7-buck=2-853863.elixir-pbs.elixir-czech.cz,0.86973
pca96v2,10M,Learned-index,27182.659388065338,881.3564882278442,learned-index-pca96v2-10M-ep=190-lr=0.1-cat=100-model=MLP-6-buck=5-858735.elixir-pbs.elixir-czech.cz,0.90994
pca96v2,10M,Learned-index,7657.287467241287,769.6766893863678,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=110-model=MLP-8-buck=4-861471.elixir-pbs.elixir-czech.cz,0.89046
pca96v2,10M,Learned-index,5708.301199436188,619.7719628810883,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=116-model=MLP-5-buck=3-861626.elixir-pbs.elixir-czech.cz,0.847
pca96v2,10M,Learned-index,27456.057099103928,243.55723333358765,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=122-model=MLP-2-buck=1-862314.elixir-pbs.elixir-czech.cz,0.67561
pca96v2,10M,Learned-index,7149.582065820694,756.8751816749573,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=120-model=MLP-2-buck=4-861356.elixir-pbs.elixir-czech.cz,0.88699
pca96v2,10M,Learned-index,6970.030776500702,540.442756652832,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=116-model=MLP-9-buck=3-861514.elixir-pbs.elixir-czech.cz,0.84697
pca96v2,10M,Learned-index,5296.241811990738,889.3040039539337,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=100-model=MLP-8-buck=4-854184.elixir-pbs.elixir-czech.cz,0.91373
pca96v2,10M,Learned-index,28251.225209474564,208.9103171825409,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=120-model=MLP-3-buck=1-859419.elixir-pbs.elixir-czech.cz,0.6781
pca96v2,10M,Learned-index,7009.762431383133,522.8548657894135,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=120-model=MLP-2-buck=3-861564.elixir-pbs.elixir-czech.cz,0.84297
pca96v2,10M,Learned-index,7288.307240724564,340.0795547962189,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=118-model=MLP-6-buck=2-861707.elixir-pbs.elixir-czech.cz,0.77721
pca96v2,10M,Learned-index,7615.2423186302185,727.3162777423859,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=110-model=MLP-7-buck=4-861447.elixir-pbs.elixir-czech.cz,0.89046
pca96v2,10M,Learned-index,31172.550469875336,661.1887500286102,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=122-model=MLP-3-buck=4-862332.elixir-pbs.elixir-czech.cz,0.91155
pca96v2,10M,Learned-index,13291.758018732071,445.5495274066925,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=100-model=MLP-7-buck=2-854224.elixir-pbs.elixir-czech.cz,0.8215
pca96v2,10M,Learned-index,35947.68988728523,262.1131854057312,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=120-model=MLP-5-buck=1-855040.elixir-pbs.elixir-czech.cz,0.63799
pca96v2,10M,Learned-index,5801.500794649124,588.7962322235107,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=116-model=MLP-5-buck=3-861194.elixir-pbs.elixir-czech.cz,0.85546
pca96v2,10M,Learned-index,6138.798497676849,834.5779807567596,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=112-model=MLP-8-buck=5-861456.elixir-pbs.elixir-czech.cz,0.90547
pca96v2,10M,Learned-index,6197.331812620163,363.1081733703613,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=114-model=MLP-7-buck=2-861433.elixir-pbs.elixir-czech.cz,0.78218
pca96v2,10M,Learned-index,21352.014056682587,368.9260103702545,learned-index-pca96v2-10M-ep=209-lr=0.008-cat=123-model=MLP-3-buck=2-862327.elixir-pbs.elixir-czech.cz,0.81047
pca96v2,10M,Learned-index,29985.302125692368,707.1540172100067,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=110-model=MLP-5-buck=5-859486.elixir-pbs.elixir-czech.cz,0.93226
pca96v2,10M,Learned-index,26367.8484685421,371.72892689704895,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=120-model=MLP-6-buck=2-853965.elixir-pbs.elixir-czech.cz,0.8086
pca96v2,10M,Learned-index,31920.985238075256,837.9119691848755,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=122-model=MLP-8-buck=6-862566.elixir-pbs.elixir-czech.cz,0.93848
pca96v2,10M,Learned-index,7261.447806835175,237.52383089065552,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=110-model=MLP-5-buck=1-861191.elixir-pbs.elixir-czech.cz,0.6403
pca96v2,10M,Learned-index,7021.4671223163605,360.5975785255432,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=116-model=MLP-6-buck=2-861490.elixir-pbs.elixir-czech.cz,0.78468
pca96v2,10M,Learned-index,28763.29743552208,469.9623990058899,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=112-model=MLP-5-buck=3-859479.elixir-pbs.elixir-czech.cz,0.88202
pca96v2,10M,Learned-index,28245.722096204758,524.4766821861267,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=114-model=MLP-4-buck=3-859440.elixir-pbs.elixir-czech.cz,0.87688
pca96v2,10M,Learned-index,6233.259341001511,351.46524143218994,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=116-model=MLP-buck=2-861530.elixir-pbs.elixir-czech.cz,0.78385
pca96v2,10M,Learned-index,31172.550469875336,958.3143298625946,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=122-model=MLP-3-buck=6-862332.elixir-pbs.elixir-czech.cz,0.93861
pca96v2,10M,Learned-index,28148.49937057495,576.8320660591125,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=122-model=MLP-3-buck=4-859420.elixir-pbs.elixir-czech.cz,0.91071
pca96v2,10M,Learned-index,7837.947821855545,602.2040939331055,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=122-model=MLP-9-buck=4-861741.elixir-pbs.elixir-czech.cz,0.87437
pca96v2,10M,Learned-index,31577.47854089737,576.6606321334839,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=123-model=MLP-8-buck=4-862426.elixir-pbs.elixir-czech.cz,0.90518
pca96v2,10M,Learned-index,6349.894206762314,677.0813355445862,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=120-model=MLP-3-buck=4-861580.elixir-pbs.elixir-czech.cz,0.88029
pca96v2,10M,Learned-index,8143.598992586136,599.9846682548523,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=122-model=MLP-5-buck=4-861213.elixir-pbs.elixir-czech.cz,0.88876
pca96v2,10M,Learned-index,31957.761699438095,968.639627456665,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=100-model=MLP-4-buck=4-858390.elixir-pbs.elixir-czech.cz,0.91924
pca96v2,10M,Learned-index,31390.81197142601,579.690990447998,learned-index-pca96v2-10M-ep=208-lr=0.009-cat=121-model=MLP-5-buck=4-862502.elixir-pbs.elixir-czech.cz,0.90956
pca96v2,10M,Learned-index,6197.331812620163,891.0451669692993,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=114-model=MLP-7-buck=5-861433.elixir-pbs.elixir-czech.cz,0.90439
pca96v2,10M,Learned-index,30080.529881715775,476.26042461395264,learned-index-pca96v2-10M-ep=208-lr=0.009-cat=123-model=MLP-7-buck=3-862522.elixir-pbs.elixir-czech.cz,0.87065
pca96v2,10M,Learned-index,6258.095834970474,306.69389271736145,learned-index-pca96v2-10M-ep=40-lr=0.1-cat=120-model=MLP-4-buck=1-855015.elixir-pbs.elixir-czech.cz,0.63943
pca96v2,10M,Learned-index,27791.6899600029,1026.6607656478882,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=100-model=MLP-buck=5-858669.elixir-pbs.elixir-czech.cz,0.90928
pca96v2,10M,Learned-index,6295.265137910843,258.0825810432434,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=118-model=MLP-buck=1-861323.elixir-pbs.elixir-czech.cz,0.63318
pca96v2,10M,Learned-index,8959.029584646225,483.7881200313568,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=118-model=MLP-6-buck=2-861699.elixir-pbs.elixir-czech.cz,0.77781
pca96v2,10M,Learned-index,29624.2924990654,676.1537771224976,learned-index-pca96v2-10M-ep=208-lr=0.009-cat=123-model=MLP-2-buck=4-862450.elixir-pbs.elixir-czech.cz,0.90335
pca96v2,10M,Learned-index,32199.67368364334,456.85262179374695,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=123-model=MLP-5-buck=3-862510.elixir-pbs.elixir-czech.cz,0.87204
pca96v2,10M,Learned-index,30218.372241020203,884.5402908325195,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=120-model=MLP-2-buck=4-859395.elixir-pbs.elixir-czech.cz,0.91174
pca96v2,10M,Learned-index,7685.103669643402,246.17602825164795,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=116-model=MLP-5-buck=1-861426.elixir-pbs.elixir-czech.cz,0.63549
pca96v2,10M,Learned-index,30213.144048452377,1254.1336336135864,learned-index-pca96v2-10M-ep=208-lr=0.007-cat=123-model=MLP-4-buck=6-862198.elixir-pbs.elixir-czech.cz,0.93358
pca96v2,10M,Learned-index,7419.331568241119,723.6739246845245,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=116-model=MLP-3-buck=5-861370.elixir-pbs.elixir-czech.cz,0.903
pca96v2,10M,Learned-index,27963.24832177162,988.0976076126099,learned-index-pca96v2-10M-ep=200-lr=0.001-cat=100-model=MLP-3-buck=5-858615.elixir-pbs.elixir-czech.cz,0.94018
pca96v2,10M,Learned-index,13602.078128099442,1119.2906334400177,learned-index-pca96v2-10M-ep=100-lr=0.01-cat=120-model=MLP-5-buck=6-854915.elixir-pbs.elixir-czech.cz,0.94168
pca96v2,10M,Learned-index,27700.295796871185,850.8827786445618,learned-index-pca96v2-10M-ep=205-lr=0.007-cat=121-model=MLP-6-buck=4-862247.elixir-pbs.elixir-czech.cz,0.91053
pca96v2,10M,Learned-index,28513.040767908096,206.77951765060425,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=120-model=MLP-5-buck=1-859483.elixir-pbs.elixir-czech.cz,0.6781
pca96v2,10M,Learned-index,4636.476681232452,854.71803855896,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=110-model=MLP-7-buck=5-861647.elixir-pbs.elixir-czech.cz,0.90441
pca96v2,10M,Learned-index,29564.61751484871,418.6047420501709,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=123-model=MLP-2-buck=2-862315.elixir-pbs.elixir-czech.cz,0.81093
pca96v2,10M,Learned-index,30088.739627599716,794.8529348373413,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=121-model=MLP-7-buck=4-862235.elixir-pbs.elixir-czech.cz,0.91004
pca96v2,10M,Learned-index,28385.74327635765,623.2358820438385,learned-index-pca96v2-10M-ep=205-lr=0.007-cat=121-model=MLP-7-buck=3-862229.elixir-pbs.elixir-czech.cz,0.87912
pca96v2,10M,Learned-index,27318.21900677681,414.324609041214,learned-index-pca96v2-10M-ep=210-lr=0.008-cat=121-model=MLP-2-buck=2-862310.elixir-pbs.elixir-czech.cz,0.81519
pca96v2,10M,Learned-index,22322.130576133728,367.27206897735596,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=122-model=MLP-4-buck=2-862353.elixir-pbs.elixir-czech.cz,0.82329
pca96v2,10M,Learned-index,11353.104800224304,1381.3913238048553,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=124-model=MLP-9-buck=6-861302.elixir-pbs.elixir-czech.cz,0.91714
pca96v2,10M,Learned-index,25161.236266374588,718.0228123664856,learned-index-pca96v2-10M-ep=200-lr=0.005-cat=50-model=MLP-buck=2-854023.elixir-pbs.elixir-czech.cz,0.86497
pca96v2,10M,Learned-index,8527.451677799225,224.37124681472778,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=118-model=MLP-7-buck=1-861235.elixir-pbs.elixir-czech.cz,0.64121
pca96v2,10M,Learned-index,26946.622243642807,441.0460591316223,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=120-model=MLP-2-buck=2-859379.elixir-pbs.elixir-czech.cz,0.82268
pca96v2,10M,Learned-index,26931.23089170456,333.03764629364014,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=112-model=MLP-5-buck=2-859471.elixir-pbs.elixir-czech.cz,0.82282
pca96v2,10M,Learned-index,28998.18415236473,732.9448828697205,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=110-model=MLP-3-buck=5-859422.elixir-pbs.elixir-czech.cz,0.93226
pca96v2,10M,Learned-index,13301.844811916351,4398.020677566528,learned-index-pca96v2-10M-ep=100-lr=0.1-cat=120-model=MLP-8-buck=24-855005.elixir-pbs.elixir-czech.cz,0.97679
pca96v2,10M,Learned-index,7700.002484083176,383.60167241096497,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=114-model=MLP-8-buck=2-861473.elixir-pbs.elixir-czech.cz,0.78545
pca96v2,10M,Learned-index,31307.32762002945,502.39816451072693,learned-index-pca96v2-10M-ep=209-lr=0.009-cat=122-model=MLP-8-buck=3-862560.elixir-pbs.elixir-czech.cz,0.88046
pca96v2,10M,Learned-index,27655.99708008766,428.1586239337921,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=122-model=MLP-5-buck=2-862371.elixir-pbs.elixir-czech.cz,0.82329
pca96v2,10M,Learned-index,30124.870139837265,700.8394691944122,learned-index-pca96v2-10M-ep=208-lr=0.008-cat=122-model=MLP-8-buck=4-862413.elixir-pbs.elixir-czech.cz,0.91056
pca96v2,10M,Learned-index,29521.77433490753,878.403050661087,learned-index-pca96v2-10M-ep=205-lr=0.008-cat=123-model=MLP-3-buck=4-862321.elixir-pbs.elixir-czech.cz,0.90319
pca96v2,10M,Learned-index,7803.907884120941,514.4686801433563,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=124-model=MLP-7-buck=3-861454.elixir-pbs.elixir-czech.cz,0.83836
pca96v2,10M,Learned-index,27404.184828281403,834.4695997238159,learned-index-pca96v2-10M-ep=208-lr=0.008-cat=122-model=MLP-3-buck=4-862323.elixir-pbs.elixir-czech.cz,0.91053
pca96v2,10M,Learned-index,39577.574258089066,750.2205295562744,learned-index-pca96v2-10M-ep=210-lr=0.007-cat=123-model=MLP-6-buck=4-862258.elixir-pbs.elixir-czech.cz,0.90492
pca96v2,10M,Learned-index,9909.26784324646,647.1363463401794,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=120-model=MLP-3-buck=3-854069.elixir-pbs.elixir-czech.cz,0.87851
pca96v2,10M,Learned-index,30840.508392333984,601.908438205719,learned-index-pca96v2-10M-ep=205-lr=0.009-cat=123-model=MLP-buck=3-862429.elixir-pbs.elixir-czech.cz,0.87
pca96v2,10M,Learned-index,6816.498703479767,610.6722588539124,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=118-model=MLP-6-buck=4-861267.elixir-pbs.elixir-czech.cz,0.88357
pca96v2,10M,Learned-index,7331.767706632614,984.9688749313354,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=112-model=MLP-7-buck=5-861232.elixir-pbs.elixir-czech.cz,0.90712
pca96v2,10M,Learned-index,38247.56262969971,565.9692022800446,learned-index-pca96v2-10M-ep=208-lr=0.007-cat=121-model=MLP-7-buck=3-862232.elixir-pbs.elixir-czech.cz,0.88017
pca96v2,10M,Learned-index,4658.4599623680115,846.6666829586029,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=114-model=MLP-2-buck=5-861337.elixir-pbs.elixir-czech.cz,0.90449
pca96v2,10M,Learned-index,12554.818689346313,1401.0728557109833,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=50-model=MLP-6-buck=4-854031.elixir-pbs.elixir-czech.cz,0.94126
pca96v2,10M,Learned-index,7015.487565994263,516.1641495227814,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=122-model=MLP-7-buck=3-861445.elixir-pbs.elixir-czech.cz,0.84723
pca96v2,10M,Learned-index,7663.897927522659,663.4629299640656,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=118-model=MLP-7-buck=4-861451.elixir-pbs.elixir-czech.cz,0.88253
pca96v2,10M,Learned-index,31957.761699438095,1378.8715415000916,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=100-model=MLP-4-buck=6-858390.elixir-pbs.elixir-czech.cz,0.94495
pca96v2,10M,Learned-index,6587.916975021362,525.5673251152039,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=116-model=MLP-6-buck=3-861698.elixir-pbs.elixir-czech.cz,0.84655
pca96v2,10M,Learned-index,31636.03489089012,695.7963325977325,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=121-model=MLP-8-buck=4-862565.elixir-pbs.elixir-czech.cz,0.91025
pca96v2,10M,Learned-index,31903.62392926216,1436.7015807628632,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=110-model=MLP-3-buck=6-858706.elixir-pbs.elixir-czech.cz,0.91364
pca96v2,10M,Learned-index,4897.425370693207,2471.572934150696,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=20-model=MLP-8-buck=3-854182.elixir-pbs.elixir-czech.cz,0.93867
pca96v2,10M,Learned-index,32027.12176799774,924.4210498332977,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=122-model=MLP-8-buck=6-862422.elixir-pbs.elixir-czech.cz,0.93865
pca96v2,10M,Learned-index,39435.6118452549,932.1966807842255,learned-index-pca96v2-10M-ep=210-lr=0.1-cat=100-model=MLP-8-buck=4-858729.elixir-pbs.elixir-czech.cz,0.88841
pca96v2,10M,Learned-index,27654.07290840149,899.0062873363495,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=50-model=MLP-4-buck=2-853987.elixir-pbs.elixir-czech.cz,0.85391
pca96v2,10M,Learned-index,19886.348458766937,1058.8569023609161,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=50-model=MLP-7-buck=3-853939.elixir-pbs.elixir-czech.cz,0.91428
pca96v2,10M,Learned-index,28257.432807683945,661.9546101093292,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=123-model=MLP-6-buck=3-862255.elixir-pbs.elixir-czech.cz,0.87272
pca96v2,10M,Learned-index,27456.057099103928,1063.0168647766113,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=122-model=MLP-2-buck=6-862314.elixir-pbs.elixir-czech.cz,0.93861
pca96v2,10M,Learned-index,7242.293448448181,538.5678210258484,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=112-model=MLP-6-buck=3-861272.elixir-pbs.elixir-czech.cz,0.85899
pca96v2,10M,Learned-index,30707.137370109558,197.3417375087738,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=122-model=MLP-4-buck=1-862494.elixir-pbs.elixir-czech.cz,0.67509
pca96v2,10M,Learned-index,6992.65500164032,684.3373041152954,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=122-model=MLP-6-buck=4-861493.elixir-pbs.elixir-czech.cz,0.88269
pca96v2,10M,Learned-index,6207.708221912384,997.1114346981049,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=120-model=MLP-5-buck=6-861412.elixir-pbs.elixir-czech.cz,0.92039
pca96v2,10M,Learned-index,26804.78176355362,262.25872325897217,learned-index-pca96v2-10M-ep=205-lr=0.007-cat=123-model=MLP-8-buck=1-862267.elixir-pbs.elixir-czech.cz,0.67029
pca96v2,10M,Learned-index,26267.649183034897,374.58611488342285,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=120-model=MLP-7-buck=2-854229.elixir-pbs.elixir-czech.cz,0.8086
pca96v2,10M,Learned-index,25402.178614616394,1183.2528409957886,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=122-model=MLP-3-buck=6-859412.elixir-pbs.elixir-czech.cz,0.93625
pca96v2,10M,Learned-index,6709.5734305381775,297.50594305992126,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=112-model=MLP-9-buck=1-861296.elixir-pbs.elixir-czech.cz,0.65337
pca96v2,10M,Learned-index,16008.074144363403,1204.001570224762,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=120-model=MLP-7-buck=4-854225.elixir-pbs.elixir-czech.cz,0.90169
pca96v2,10M,Learned-index,7501.421785593033,278.0149254798889,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=122-model=MLP-buck=1-861333.elixir-pbs.elixir-czech.cz,0.63637
pca96v2,10M,Learned-index,5801.267421245575,544.360212802887,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=116-model=MLP-2-buck=3-861138.elixir-pbs.elixir-czech.cz,0.84961
pca96v2,10M,Learned-index,27318.21900677681,247.3736219406128,learned-index-pca96v2-10M-ep=210-lr=0.008-cat=121-model=MLP-2-buck=1-862310.elixir-pbs.elixir-czech.cz,0.66729
pca96v2,10M,Learned-index,7041.319046735764,956.7602813243866,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=118-model=MLP-buck=5-861115.elixir-pbs.elixir-czech.cz,0.90836
pca96v2,10M,Learned-index,28586.985732078552,873.9531025886536,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=130-model=MLP-buck=6-858674.elixir-pbs.elixir-czech.cz,0.907
pca96v2,10M,Learned-index,7323.758881568909,241.6494791507721,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=112-model=MLP-5-buck=1-861200.elixir-pbs.elixir-czech.cz,0.65158
pca96v2,10M,Learned-index,28471.285014629364,269.63861894607544,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=123-model=MLP-2-buck=1-862165.elixir-pbs.elixir-czech.cz,0.66945
pca96v2,10M,Learned-index,30863.416529655457,682.3255820274353,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=121-model=MLP-3-buck=3-862181.elixir-pbs.elixir-czech.cz,0.87965
pca96v2,10M,Learned-index,30767.068986415863,757.944365978241,learned-index-pca96v2-10M-ep=211-lr=0.007-cat=122-model=MLP-4-buck=4-862206.elixir-pbs.elixir-czech.cz,0.91042
pca96v2,10M,Learned-index,21984.169168949127,970.725741147995,learned-index-pca96v2-10M-ep=210-lr=0.008-cat=121-model=MLP-7-buck=6-862382.elixir-pbs.elixir-czech.cz,0.93741
pca96v2,10M,Learned-index,39620.2877099514,403.0302345752716,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=120-model=MLP-2-buck=2-859403.elixir-pbs.elixir-czech.cz,0.82693
